id,y_true,y_true_label,score_Promoter,score_Enhancer,score_Non_CRE
Not Cis_08923,0,Promoter,0.969810426235199,0.026248982176184654,0.003940621856600046
Not Cis_01881,0,Promoter,0.08159642666578293,0.05033913627266884,0.8680644631385803
Not Cis_13283,0,Promoter,0.6626229286193848,0.32179954648017883,0.015577536076307297
Not Cis_03242,0,Promoter,0.3298008441925049,0.6441958546638489,0.02600330486893654
Not Cis_10833,0,Promoter,0.08091583847999573,0.044357169419527054,0.8747269511222839
Not Cis_09664,0,Promoter,0.09086389094591141,0.8942212462425232,0.01491491124033928
Not Cis_10241,0,Promoter,0.09882528334856033,0.054637618362903595,0.8465370535850525
Not Cis_04335,0,Promoter,0.019753362983465195,0.9754431247711182,0.004803526680916548
Not Cis_03825,0,Promoter,0.5099138021469116,0.2535267472267151,0.2365594506263733
Not Cis_11263,0,Promoter,0.9775540232658386,0.019944867119193077,0.002501195762306452
Not Cis_01167,0,Promoter,0.6163474917411804,0.34415075182914734,0.03950180113315582
Not Cis_07439,0,Promoter,0.9347153902053833,0.06162028759717941,0.003664323827251792
Not Cis_11518,0,Promoter,0.12475138902664185,0.08138160407543182,0.7938670516014099
Not Cis_04633,0,Promoter,0.12658609449863434,0.7111680507659912,0.1622459441423416
Not Cis_11583,0,Promoter,0.9766634106636047,0.020310230553150177,0.003026312217116356
Not Cis_04721,0,Promoter,0.9758570790290833,0.02180054783821106,0.002342366147786379
Not Cis_03793,0,Promoter,0.962073802947998,0.03415312618017197,0.003773093456402421
Not Cis_00535,0,Promoter,0.7778966426849365,0.2117723673582077,0.010330951772630215
Not Cis_04772,0,Promoter,0.12415176630020142,0.6041160225868225,0.2717322111129761
Not Cis_07700,0,Promoter,0.9766840934753418,0.02066762186586857,0.002648369176313281
Not Cis_09730,0,Promoter,0.11355211585760117,0.06804230064153671,0.8184055685997009
Not Cis_11295,0,Promoter,0.9774143695831299,0.02013315260410309,0.0024524477776139975
Not Cis_12893,0,Promoter,0.02683405578136444,0.021403547376394272,0.9517623782157898
Not Cis_06694,0,Promoter,0.25633612275123596,0.11886686831712723,0.6247969269752502
Not Cis_00044,0,Promoter,0.027589889243245125,0.9645150303840637,0.00789513997733593
Not Cis_02565,0,Promoter,0.9467430114746094,0.04723595082759857,0.006020998582243919
Not Cis_01230,0,Promoter,0.9728931784629822,0.02328876219689846,0.0038180737756192684
Not Cis_09044,0,Promoter,0.9510719776153564,0.044970788061618805,0.0039571840316057205
Not Cis_02848,0,Promoter,0.9770367741584778,0.020359639078378677,0.0026036612689495087
Not Cis_03930,0,Promoter,0.9767266511917114,0.02126592956483364,0.002007413422688842
Not Cis_02574,0,Promoter,0.9738011956214905,0.024560678750276566,0.0016380571760237217
Not Cis_01331,0,Promoter,0.08209902793169022,0.8426430821418762,0.07525791227817535
Not Cis_10821,0,Promoter,0.0585981048643589,0.9380181431770325,0.0033837896771728992
Not Cis_04336,0,Promoter,0.9718855023384094,0.025482457131147385,0.0026320305187255144
Not Cis_03458,0,Promoter,0.07298117130994797,0.04945392161607742,0.8775649070739746
Not Cis_10249,0,Promoter,0.8951340317726135,0.08991032093763351,0.014955738559365273
Not Cis_03405,0,Promoter,0.9757779836654663,0.02179386280477047,0.0024282268714159727
Not Cis_12497,0,Promoter,0.18181408941745758,0.09105219691991806,0.7271337509155273
Not Cis_01626,0,Promoter,0.971552848815918,0.024048050865530968,0.0043991440907120705
Not Cis_12126,0,Promoter,0.7630802989006042,0.147250235080719,0.08966945856809616
Not Cis_09989,0,Promoter,0.35293978452682495,0.6010745763778687,0.045985568314790726
Not Cis_00987,0,Promoter,0.4021022319793701,0.2944139838218689,0.3034838140010834
Not Cis_10175,0,Promoter,0.9755961894989014,0.02108186110854149,0.0033220250625163317
Not Cis_09317,0,Promoter,0.9800102114677429,0.017621319741010666,0.0023685097694396973
Not Cis_05004,0,Promoter,0.9609967470169067,0.03626352921128273,0.002739671152085066
Not Cis_07026,0,Promoter,0.0693754255771637,0.03917822986841202,0.8914464116096497
Not Cis_09643,0,Promoter,0.9065049290657043,0.08170872926712036,0.011786307208240032
Not Cis_04872,0,Promoter,0.20418471097946167,0.1671094000339508,0.6287059187889099
Not Cis_07254,0,Promoter,0.9029394388198853,0.071889229118824,0.02517130598425865
Not Cis_07382,0,Promoter,0.9197447896003723,0.07822543382644653,0.00202972162514925
Not Cis_13204,0,Promoter,0.9669459462165833,0.027929699048399925,0.005124447401612997
Not Cis_08562,0,Promoter,0.07389138638973236,0.04680219665169716,0.879306435585022
Not Cis_12709,0,Promoter,0.928252100944519,0.06230946257710457,0.00943839643150568
Not Cis_03698,0,Promoter,0.025076456367969513,0.018660349771380424,0.9562631249427795
Not Cis_10133,0,Promoter,0.060228798538446426,0.9317683577537537,0.008002799935638905
Not Cis_09767,0,Promoter,0.980703592300415,0.01746431551873684,0.0018321124371141195
Not Cis_09934,0,Promoter,0.9493456482887268,0.0471981018781662,0.0034562915097922087
Not Cis_06819,0,Promoter,0.207689106464386,0.7913282513618469,0.000982644036412239
Not Cis_12525,0,Promoter,0.648747980594635,0.34814199805259705,0.00311004719696939
Not Cis_09144,0,Promoter,0.07176536321640015,0.9135085344314575,0.014726129360496998
Not Cis_01941,0,Promoter,0.07528146356344223,0.8174251317977905,0.10729336738586426
Not Cis_04067,0,Promoter,0.10268796980381012,0.0638027936220169,0.8335092663764954
Not Cis_01396,0,Promoter,0.11040066182613373,0.8637455701828003,0.02585379220545292
Not Cis_13346,0,Promoter,0.946010410785675,0.04849782586097717,0.005491774529218674
Not Cis_09222,0,Promoter,0.6902958750724792,0.19988973438739777,0.10981435328722
Not Cis_02445,0,Promoter,0.9706244468688965,0.02500944398343563,0.004366118926554918
Not Cis_02486,0,Promoter,0.9690699577331543,0.026340149343013763,0.004589795600622892
Not Cis_00879,0,Promoter,0.08997420966625214,0.904222846031189,0.005802994128316641
Not Cis_11247,0,Promoter,0.9782018661499023,0.019501715898513794,0.0022963739465922117
Not Cis_10313,0,Promoter,0.9790710210800171,0.01852550357580185,0.0024035281967371702
